Number,Profit,Margin,Sales,COGS,Total Expenses,Marketing,Inventory,ProductId,State,Market,Market Size,Product Type,Product,Type
2533,25,132,242,95,115,86,532,2,California,West,Major Market,Espresso,Caffe Latte,Regular
2534,82,108,200,80,53,26,415,3,Texas,South,Major Market,Espresso,Caffe Mocha,Regular
2535,58,104,201,85,65,32,476,9,Ohio,Central,Major Market,Espresso,Decaf Espresso,Decaf
2536,68,89,174,74,43,22,949,10,Illinois,Central,Major Market,Espresso,Regular Espresso,Regular
2537,70,72,129,49,25,13,809,11,Illinois,Central,Major Market,Herbal Tea,Chamomile,Decaf
2538,27,37,66,25,19,7,769,13,Louisiana,South,Small Market,Herbal Tea,Lemon,Decaf
2539,0,87,160,63,87,57,506,5,Ohio,Central,Major Market,Herbal Tea,Mint,Decaf
2540,39,71,132,53,45,17,299,6,Florida,East,Major Market,Tea,Darjeeling,Regular
2541,169,186,329,123,72,40,932,2,Washington,West,Small Market,Tea,Earl Grey,Regular
2542,52,63,119,49,28,16,611,8,Texas,South,Major Market,Tea,Green Tea,Regular
2543,18,66,128,54,54,20,301,9,Wisconsin,Central,Small Market,Coffee,Amaretto,Regular
2544,59,84,165,71,44,22,950,10,Texas,South,Major Market,Coffee,Columbian,Regular
2545,40,48,86,33,21,9,813,11,Colorado,Central,Major Market,Coffee,Decaf Irish Cream,Decaf
2546,70,72,129,49,25,13,767,13,Florida,East,Major Market,Espresso,Caffe Latte,Regular
2547,110,125,228,89,51,27,481,3,Illinois,Central,Major Market,Espresso,Caffe Mocha,Regular
2548,25,132,242,95,115,86,532,5,California,West,Major Market,Espresso,Decaf Espresso,Decaf
2549,80,108,200,80,54,26,415,6,Illinois,Central,Major Market,Espresso,Regular Espresso,Regular
2550,99,126,224,84,59,27,632,2,Missouri,Central,Small Market,Herbal Tea,Chamomile,Decaf
2551,24,71,137,58,55,22,325,9,New York,East,Major Market,Herbal Tea,Lemon,Decaf
2552,42,47,84,32,19,8,813,11,Louisiana,South,Small Market,Herbal Tea,Mint,Decaf
2553,22,32,56,21,17,5,449,13,Iowa,Central,Small Market,Tea,Darjeeling,Regular
2554,-6,73,133,52,77,47,446,5,Florida,East,Major Market,Tea,Earl Grey,Regular
2555,140,163,346,162,69,45,1059,7,California,West,Major Market,Tea,Green Tea,Regular
2556,543,420,524,72,54,23,-54,2,Texas,South,Major Market,Espresso,Caffe Latte,Regular
2557,-4,42,80,33,45,12,190,9,Ohio,Central,Major Market,Espresso,Caffe Mocha,Decaf
2558,16,27,48,18,16,5,816,11,Louisiana,South,Small Market,Herbal Tea,Decaf Espresso,Regular
2559,47,43,46,0,11,0,731,13,Massachusetts,East,Major Market,Herbal Tea,Regular Espresso,Decaf
2560,-10,63,114,44,70,40,251,5,New York,East,Major Market,Herbal Tea,Chamomile,Decaf
2561,-6,42,80,33,46,12,162,7,Massachusetts,East,Major Market,Tea,Lemon,Decaf
2562,43,64,114,43,35,13,231,1,Florida,East,Major Market,Tea,Mint,Regular
2563,39,72,127,47,46,15,361,2,Washington,West,Small Market,Tea,Darjeeling,Regular
2564,209,268,547,245,127,93,1471,9,Texas,South,Major Market,Coffee,Earl Grey,Regular
2565,-177,-32,194,214,87,66,1480,10,Florida,East,Major Market,Coffee,Green Tea,Regular
2566,151,139,249,95,37,26,799,11,Oklahoma,South,Small Market,Coffee,Amaretto,Regular
2567,135,126,227,87,35,24,756,12,Florida,East,Major Market,Espresso,Columbian,Decaf
2568,123,117,211,81,34,22,441,13,California,West,Major Market,Espresso,Decaf Irish Cream,Regular
2569,-309,-62,67,125,146,113,1118,5,Texas,South,Major Market,Espresso,Caffe Latte,Regular
2570,288,284,557,239,90,66,1260,7,Massachusetts,East,Major Market,Espresso,Caffe Mocha,Decaf
2571,384,405,719,270,146,94,2041,2,Wisconsin,Central,Small Market,Herbal Tea,Decaf Espresso,Regular
2572,50,62,117,48,28,15,611,8,California,West,Major Market,Herbal Tea,Regular Espresso,Decaf
2573,58,104,201,85,65,32,476,9,Missouri,Central,Small Market,Herbal Tea,Chamomile,Decaf
2574,43,49,87,33,20,9,768,2,Ohio,Central,Major Market,Tea,Lemon,Decaf
2575,70,72,129,49,25,13,767,3,Washington,West,Small Market,Tea,Mint,Regular
2576,1,87,160,63,86,57,187,4,Texas,South,Major Market,Tea,Darjeeling,Regular
2577,93,105,178,62,42,19,346,5,Texas,South,Major Market,Coffee,Amaretto,Regular
2578,56,77,137,52,39,16,376,6,Utah,West,Small Market,Coffee,Columbian,Regular
2579,15,27,48,18,17,5,816,8,Ohio,Central,Major Market,Coffee,Decaf Irish Cream,Decaf
2580,7,35,67,28,30,8,958,9,Texas,South,Major Market,Espresso,Caffe Latte,Regular
2581,39,72,127,47,46,15,361,2,Connecticut,East,Small Market,Espresso,Caffe Mocha,Decaf
2582,-49,18,113,88,51,27,715,3,Oregon,West,Small Market,Espresso,Decaf Espresso,Decaf
2583,-4,42,80,33,45,12,36,4,Louisiana,South,Small Market,Espresso,Regular Espresso,Decaf
2584,-10,63,114,44,70,40,251,5,New Mexico,South,Small Market,Herbal Tea,Chamomile,Regular
2585,16,49,91,36,38,11,187,6,Massachusetts,East,Major Market,Herbal Tea,Lemon,Regular
2586,19,66,128,54,53,20,301,8,Washington,West,Small Market,Herbal Tea,Mint,Regular
2587,25,132,242,95,115,86,532,9,California,West,Major Market,Tea,Darjeeling,Regular
2588,43,55,104,43,26,14,613,2,Texas,South,Major Market,Tea,Earl Grey,Regular
2589,40,47,84,32,20,8,813,3,Ohio,Central,Major Market,Tea,Green Tea,Decaf
2590,110,125,228,89,51,27,94,4,Iowa,Central,Small Market,Coffee,Amaretto,Regular
2591,22,32,56,21,17,5,449,5,New York,East,Major Market,Coffee,Columbian,Regular
2592,101,126,224,84,58,27,632,6,New York,East,Major Market,Coffee,Decaf Irish Cream,Decaf
2593,46,77,143,57,46,18,323,8,California,West,Major Market,Espresso,Caffe Latte,Regular
2594,52,72,129,49,37,15,351,9,Oregon,West,Small Market,Espresso,Caffe Mocha,Decaf
2595,246,253,498,214,87,66,923,2,California,West,Major Market,Espresso,Decaf Espresso,Decaf
2596,104,109,206,84,39,27,603,3,Florida,East,Major Market,Espresso,Regular Espresso,Decaf
2597,80,108,192,72,54,23,189,4,California,West,Major Market,Herbal Tea,Chamomile,Regular
2598,135,126,227,87,35,24,756,5,Iowa,Central,Small Market,Herbal Tea,Lemon,Regular
2599,125,117,211,81,33,22,441,6,Ohio,Central,Major Market,Herbal Tea,Mint,Regular
2600,42,64,114,43,36,13,231,8,Missouri,Central,Small Market,Tea,Darjeeling,Regular
2601,39,72,127,47,46,15,361,9,Oklahoma,South,Small Market,Tea,Earl Grey,Decaf
2602,-47,18,113,88,50,27,715,10,New York,East,Major Market,Tea,Green Tea,Regular
2603,-10,63,114,44,70,40,251,11,New Hampshire,East,Small Market,Espresso,Caffe Latte,Decaf
2604,15,49,91,36,39,11,187,12,New York,East,Major Market,Espresso,Caffe Mocha,Decaf
2605,-6,42,80,33,46,12,162,13,Wisconsin,Central,Small Market,Herbal Tea,Decaf Espresso,Decaf
2606,50,62,117,48,28,15,611,5,Ohio,Central,Major Market,Coffee,Amaretto,Regular
2607,70,72,129,49,25,13,809,6,Massachusetts,East,Major Market,Coffee,Columbian,Regular
2608,67,89,174,74,44,22,949,1,Illinois,Central,Major Market,Coffee,Decaf Irish Cream,Regular
2609,39,71,132,53,45,17,299,2,California,West,Major Market,Espresso,Caffe Latte,Regular
2610,56,104,201,85,66,32,476,3,California,West,Major Market,Espresso,Caffe Mocha,Regular
2611,67,70,126,48,25,13,766,4,Illinois,Central,Major Market,Espresso,Decaf Espresso,Decaf
2612,150,139,249,95,38,26,799,8,New York,East,Major Market,Espresso,Regular Espresso,Regular
2613,245,253,498,214,88,66,923,9,Missouri,Central,Small Market,Herbal Tea,Chamomile,Regular
2614,102,109,206,84,40,27,603,10,Iowa,Central,Small Market,Herbal Tea,Lemon,Decaf
2615,135,126,227,87,35,24,756,11,New York,East,Major Market,Herbal Tea,Mint,Regular
2616,125,117,211,81,33,22,441,12,California,West,Major Market,Tea,Darjeeling,Decaf
2617,80,108,192,72,54,23,541,13,Missouri,Central,Small Market,Tea,Earl Grey,Decaf
2618,40,173,318,125,146,113,700,5,California,West,Major Market,Tea,Green Tea,Decaf
2619,313,324,604,243,113,80,1260,6,Texas,South,Major Market,Coffee,Amaretto,Regular
2620,-61,16,133,109,57,34,796,1,Nevada,West,Small Market,Coffee,Columbian,Regular
2621,384,405,719,270,146,94,2041,2,California,West,Major Market,Coffee,Decaf Irish Cream,Regular
2622,-180,-27,135,154,94,50,1288,3,Illinois,Central,Major Market,Espresso,Caffe Latte,Regular
2623,221,239,509,239,90,66,1417,4,Iowa,Central,Small Market,Espresso,Caffe Mocha,Regular
2624,40,173,318,125,146,113,700,8,Texas,South,Major Market,Espresso,Decaf Espresso,Decaf
2625,177,213,391,154,94,50,829,9,California,West,Major Market,Espresso,Regular Espresso,Regular
2626,151,158,285,109,56,34,585,10,Wisconsin,Central,Small Market,Herbal Tea,Chamomile,Regular
2627,315,324,604,243,112,80,1260,11,New York,East,Major Market,Herbal Tea,Lemon,Regular
2628,220,239,509,239,91,66,1417,12,New York,East,Major Market,Herbal Tea,Mint,Regular
2629,-505,-245,34,245,127,93,2449,13,Colorado,Central,Major Market,Tea,Darjeeling,Regular
2630,46,43,46,0,12,0,731,4,Colorado,Central,Major Market,Tea,Earl Grey,Decaf
2631,15,27,48,18,17,5,816,5,Florida,East,Major Market,Tea,Green Tea,Regular
2632,15,25,44,16,15,4,772,6,Ohio,Central,Major Market,Espresso,Caffe Latte,Regular
2633,-6,42,80,33,46,12,190,2,Florida,East,Major Market,Espresso,Caffe Mocha,Regular
2634,9,35,67,28,29,8,958,3,California,West,Major Market,Herbal Tea,Decaf Espresso,Regular
2635,49,55,98,37,22,10,768,8,Florida,East,Major Market,Tea,Green Tea,Regular
2636,43,55,104,43,26,14,613,9,Illinois,Central,Major Market,Espresso,Caffe Latte,Decaf
2637,24,32,56,21,16,5,449,11,Massachusetts,East,Major Market,Espresso,Caffe Mocha,Regular
2638,101,126,224,84,58,27,632,12,Nevada,West,Small Market,Herbal Tea,Decaf Espresso,Regular
2639,110,125,228,89,51,27,481,13,Massachusetts,East,Major Market,Coffee,Amaretto,Regular
2640,22,71,137,58,56,22,325,4,Florida,East,Major Market,Coffee,Columbian,Regular
2641,47,77,143,57,45,18,323,5,Utah,West,Small Market,Coffee,Decaf Irish Cream,Decaf
2642,140,163,346,162,69,45,1059,6,California,West,Major Market,Espresso,Caffe Latte,Regular
2643,-4,73,133,52,76,47,421,1,Texas,South,Major Market,Espresso,Caffe Mocha,Regular
2644,36,87,159,62,63,20,385,2,Florida,East,Major Market,Espresso,Decaf Espresso,Decaf
2645,50,72,129,49,38,15,351,3,Illinois,Central,Major Market,Espresso,Regular Espresso,Regular
2646,171,186,329,123,71,40,932,8,Missouri,Central,Small Market,Herbal Tea,Chamomile,Decaf
2647,43,49,87,33,20,9,768,9,Texas,South,Major Market,Herbal Tea,Lemon,Decaf
2648,92,105,178,62,43,19,346,11,California,West,Major Market,Herbal Tea,Mint,Decaf
2649,56,77,137,52,39,16,376,12,Texas,South,Major Market,Tea,Darjeeling,Regular
2650,0,87,160,63,87,57,506,13,California,West,Major Market,Tea,Earl Grey,Regular
2651,52,63,119,49,28,16,611,4,Texas,South,Major Market,Tea,Green Tea,Regular
2652,18,66,128,54,54,20,301,5,New York,East,Major Market,Coffee,Amaretto,Regular
2653,59,84,165,71,44,22,950,6,Illinois,Central,Major Market,Coffee,Columbian,Regular
2654,71,89,160,61,41,19,325,2,Florida,East,Major Market,Coffee,Decaf Irish Cream,Decaf
2655,24,132,242,95,116,86,532,3,Massachusetts,East,Major Market,Espresso,Caffe Latte,Regular
2656,140,163,346,162,69,45,1091,8,California,West,Major Market,Espresso,Caffe Mocha,Regular
2657,-6,73,133,52,77,47,433,9,Connecticut,East,Small Market,Espresso,Decaf Espresso,Decaf
2658,43,74,137,55,45,18,336,10,Florida,East,Major Market,Espresso,Regular Espresso,Regular
2659,19,67,129,54,54,20,337,11,Texas,South,Major Market,Herbal Tea,Chamomile,Decaf
2660,50,75,147,63,41,19,965,12,Florida,East,Major Market,Herbal Tea,Lemon,Decaf
2661,47,60,113,46,28,15,608,13,California,West,Major Market,Herbal Tea,Mint,Decaf
2662,125,117,211,81,33,22,460,5,New York,East,Major Market,Tea,Darjeeling,Regular
2663,71,102,181,68,54,22,559,6,Texas,South,Major Market,Tea,Earl Grey,Regular
2664,142,132,238,91,36,25,777,1,California,West,Major Market,Tea,Green Tea,Regular
2665,93,100,190,78,37,25,593,2,New York,East,Major Market,Coffee,Amaretto,Regular
2666,156,145,261,100,40,28,822,3,Oklahoma,South,Small Market,Coffee,Columbian,Regular
2667,141,132,238,91,37,25,777,8,Wisconsin,Central,Small Market,Coffee,Decaf Irish Cream,Decaf
2668,92,100,190,78,38,25,593,9,California,West,Major Market,Espresso,Caffe Latte,Regular
2669,157,145,261,100,39,28,822,10,Texas,South,Major Market,Espresso,Caffe Mocha,Regular
2670,123,117,211,81,34,22,460,11,Ohio,Central,Major Market,Espresso,Decaf Espresso,Decaf
2671,73,102,181,68,53,22,559,12,Texas,South,Major Market,Espresso,Regular Espresso,Regular
2672,326,335,626,252,115,83,1316,5,Florida,East,Major Market,Herbal Tea,Chamomile,Decaf
2673,221,239,509,239,90,66,1464,6,California,West,Major Market,Herbal Tea,Lemon,Decaf
2674,232,265,486,191,109,63,865,2,California,West,Major Market,Herbal Tea,Mint,Decaf
2675,172,178,321,123,62,39,611,3,Florida,East,Major Market,Tea,Darjeeling,Regular
2676,326,335,626,252,115,83,1316,8,Texas,South,Major Market,Tea,Earl Grey,Regular
2677,171,178,321,123,63,39,611,9,Connecticut,East,Small Market,Tea,Green Tea,Regular
2678,220,239,509,239,91,66,1464,11,Colorado,Central,Major Market,Coffee,Amaretto,Regular
2679,276,318,616,260,132,98,1423,12,Oregon,West,Small Market,Coffee,Columbian,Regular
2680,15,26,46,17,16,4,776,5,Texas,South,Major Market,Coffee,Decaf Irish Cream,Decaf
2681,47,43,46,0,11,0,688,6,Massachusetts,East,Major Market,Espresso,Caffe Latte,Regular
2682,16,28,50,19,17,5,820,1,Texas,South,Major Market,Espresso,Caffe Mocha,Regular
2683,4,33,65,28,30,8,964,2,Louisiana,South,Small Market,Espresso,Decaf Espresso,Decaf
2684,13,28,52,21,19,6,614,3,Missouri,Central,Small Market,Espresso,Regular Espresso,Regular
2685,-9,63,114,44,69,40,261,8,Oklahoma,South,Small Market,Herbal Tea,Chamomile,Decaf
2686,-18,40,142,93,52,28,840,9,New York,East,Major Market,Herbal Tea,Lemon,Decaf
2687,16,51,94,37,40,12,195,11,New Hampshire,East,Small Market,Herbal Tea,Mint,Decaf
2688,-13,36,69,29,45,11,169,12,New York,East,Major Market,Tea,Darjeeling,Regular
2689,-3,44,84,35,46,13,197,13,Wisconsin,Central,Small Market,Tea,Earl Grey,Regular
2690,64,68,123,47,25,13,821,5,Ohio,Central,Major Market,Tea,Green Tea,Regular
2691,65,67,119,45,23,12,777,6,Massachusetts,East,Major Market,Coffee,Amaretto,Regular
2692,52,98,190,80,63,30,494,2,Illinois,Central,Major Market,Coffee,Columbian,Regular
2693,70,91,178,76,44,23,965,3,California,West,Major Market,Coffee,Decaf Irish Cream,Decaf
2694,24,32,56,21,16,5,454,8,California,West,Major Market,Espresso,Caffe Latte,Regular
2695,39,45,80,30,19,8,820,9,Illinois,Central,Major Market,Espresso,Caffe Mocha,Regular
2696,108,134,237,88,61,29,653,11,New York,East,Major Market,Espresso,Decaf Espresso,Decaf
2697,144,155,285,112,58,34,502,12,Missouri,Central,Small Market,Espresso,Regular Espresso,Regular
2698,138,163,346,162,70,45,1091,5,Iowa,Central,Small Market,Herbal Tea,Chamomile,Decaf
2699,19,67,129,54,54,20,337,6,New York,East,Major Market,Herbal Tea,Lemon,Decaf
2700,42,74,137,55,46,18,336,1,California,West,Major Market,Herbal Tea,Mint,Decaf
2701,40,64,114,43,37,13,363,2,Missouri,Central,Small Market,Tea,Darjeeling,Regular
2702,-4,73,133,52,76,47,433,3,California,West,Major Market,Tea,Earl Grey,Regular
2703,68,84,142,49,38,15,342,8,Texas,South,Major Market,Tea,Green Tea,Regular
2704,70,72,129,49,25,13,779,9,Nevada,West,Small Market,Coffee,Amaretto,Regular
2705,46,68,121,46,37,14,388,11,California,West,Major Market,Coffee,Columbian,Regular
2706,1,87,160,63,86,57,521,12,Illinois,Central,Major Market,Coffee,Decaf Irish Cream,Decaf
2707,58,82,161,69,43,21,965,5,Iowa,Central,Small Market,Espresso,Caffe Latte,Regular
2708,47,58,110,45,26,14,605,6,Texas,South,Major Market,Espresso,Caffe Mocha,Regular
2709,24,70,135,57,54,21,313,1,California,West,Major Market,Espresso,Decaf Espresso,Decaf
2710,25,132,242,95,115,86,554,2,Wisconsin,Central,Small Market,Espresso,Regular Espresso,Regular
2711,86,112,208,83,54,27,433,3,New York,East,Major Market,Herbal Tea,Chamomile,Decaf
2712,50,98,190,80,64,30,494,9,New York,East,Major Market,Herbal Tea,Lemon,Decaf
2713,68,91,178,76,45,23,965,10,Colorado,Central,Major Market,Herbal Tea,Mint,Decaf
2714,64,68,123,47,25,13,821,11,Colorado,Central,Major Market,Tea,Darjeeling,Regular
2715,27,37,66,25,19,7,775,13,Florida,East,Major Market,Tea,Earl Grey,Regular
2716,159,176,311,116,69,38,962,2,Ohio,Central,Major Market,Tea,Green Tea,Regular
2717,0,87,160,63,87,57,521,5,Florida,East,Major Market,Coffee,Amaretto,Regular
2718,36,68,127,51,44,16,311,6,California,West,Major Market,Coffee,Columbian,Regular
2719,46,58,110,45,27,14,605,8,Florida,East,Major Market,Coffee,Decaf Irish Cream,Decaf
2720,22,70,135,57,55,21,313,9,Illinois,Central,Major Market,Espresso,Caffe Latte,Regular
2721,58,82,161,69,43,21,965,10,Massachusetts,East,Major Market,Espresso,Caffe Mocha,Regular
2722,45,51,91,34,21,9,821,11,Nevada,West,Small Market,Espresso,Decaf Espresso,Decaf
2723,70,72,129,49,25,13,779,13,Massachusetts,East,Major Market,Espresso,Regular Espresso,Regular
2724,108,134,237,88,61,29,653,2,Florida,East,Major Market,Herbal Tea,Chamomile,Decaf
2725,145,155,285,112,57,34,502,3,Utah,West,Small Market,Herbal Tea,Lemon,Decaf
2726,25,132,242,95,115,86,554,5,California,West,Major Market,Herbal Tea,Mint,Decaf
2727,86,112,208,83,54,27,433,6,Texas,South,Major Market,Tea,Darjeeling,Regular
2728,19,67,129,54,54,20,337,9,Florida,East,Major Market,Tea,Earl Grey,Regular
2729,39,45,80,30,19,8,820,11,Illinois,Central,Major Market,Tea,Green Tea,Regular
2730,24,32,56,21,16,5,454,13,Missouri,Central,Small Market,Coffee,Amaretto,Regular
2731,589,451,553,68,54,22,-348,2,Texas,South,Major Market,Coffee,Columbian,Regular
2732,-18,65,125,52,77,47,458,5,California,West,Major Market,Coffee,Decaf Irish Cream,Decaf
2733,140,163,346,162,69,45,1091,7,Texas,South,Major Market,Espresso,Caffe Latte,Regular
2734,-4,44,84,35,47,13,197,9,California,West,Major Market,Espresso,Caffe Mocha,Regular
2735,18,28,50,19,16,5,820,11,Texas,South,Major Market,Espresso,Decaf Espresso,Decaf
2736,47,43,46,0,11,0,688,13,New York,East,Major Market,Espresso,Regular Espresso,Regular
2737,49,72,129,49,39,15,241,1,Illinois,Central,Major Market,Herbal Tea,Chamomile,Decaf
2738,40,75,133,50,48,16,372,2,Florida,East,Major Market,Herbal Tea,Lemon,Decaf
2739,-9,63,114,44,69,40,261,5,Massachusetts,East,Major Market,Herbal Tea,Mint,Decaf
2740,-13,36,69,29,45,11,169,7,California,West,Major Market,Tea,Darjeeling,Regular
2741,123,117,211,81,34,22,460,13,Connecticut,East,Small Market,Tea,Earl Grey,Regular
2742,367,378,680,260,131,98,1558,9,Florida,East,Major Market,Tea,Green Tea,Regular
2743,-156,-20,201,209,85,64,1811,10,Texas,South,Major Market,Coffee,Amaretto,Regular
2744,156,145,261,100,40,28,822,11,Florida,East,Major Market,Coffee,Columbian,Regular
2745,141,132,238,91,37,25,777,12,California,West,Major Market,Coffee,Decaf Irish Cream,Decaf
2746,410,428,759,284,152,99,2108,2,New York,East,Major Market,Espresso,Caffe Latte,Regular
2747,-304,-59,70,125,146,113,1382,5,Texas,South,Major Market,Espresso,Caffe Mocha,Regular
2748,349,325,601,239,90,66,1262,7,California,West,Major Market,Espresso,Decaf Espresso,Decaf
2749,56,67,127,52,29,17,605,8,New York,East,Major Market,Espresso,Regular Espresso,Regular
2750,52,98,190,80,63,30,494,9,Oklahoma,South,Small Market,Herbal Tea,Chamomile,Decaf
2751,45,51,92,35,21,9,776,2,Wisconsin,Central,Small Market,Herbal Tea,Lemon,Decaf
2752,71,72,129,49,24,13,779,3,California,West,Major Market,Herbal Tea,Mint,Decaf
2753,1,87,160,63,86,57,37,4,Texas,South,Major Market,Tea,Darjeeling,Regular
2754,67,84,142,49,39,15,342,5,Ohio,Central,Major Market,Tea,Earl Grey,Regular
2755,46,68,121,46,37,14,388,6,Texas,South,Major Market,Tea,Green Tea,Regular
2756,18,28,50,19,16,5,820,8,Florida,East,Major Market,Coffee,Amaretto,Regular
2757,4,33,65,28,30,8,964,9,California,West,Major Market,Coffee,Columbian,Regular
2758,40,75,133,50,48,16,372,2,California,West,Major Market,Coffee,Decaf Irish Cream,Decaf
2759,-16,40,142,93,51,28,840,3,Florida,East,Major Market,Espresso,Caffe Latte,Regular
2760,-13,36,69,29,45,11,-39,4,Texas,South,Major Market,Espresso,Caffe Mocha,Regular
2761,-9,63,114,44,69,40,261,5,Connecticut,East,Small Market,Espresso,Decaf Espresso,Decaf
2762,18,51,94,37,39,12,195,6,Colorado,Central,Major Market,Espresso,Regular Espresso,Regular
